"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"1",0.095089925569311,0.102539550265565,0.124247801551787,0.210842151471486,0.114797639652176,0.119128467793227,0.142152467154553,0.145523343206021,0.123817549407743,0.235617631819023,0.424225377673295,0.498796351659508,0.423912187672088,0.347785629017561,0.422524687520121,0.385519111069885,0.482547558895856,0.430299489144231,0.376614061279201,0.25908885905466
"2",0.178948772590486,0.204363396015314,0.366320585123209,0.285140154141944,0.141503355442873,0.274660877105733,0.241870390642668,0.263930608571644,0.316220399699003,0.280644162887166,0.264500132206027,0.527235956316519,0.54371521432213,0.381849166823726,0.494491509947732,0.347197916631414,0.401005915411413,0.229806172734263,0.437864718596606,0.360238326704986
"3",0.198834321332297,0.0901363820537627,0.163469277594234,0.104965935059333,0.178306559166777,0.248371723303835,0.0915001383717651,0.189081595064653,0.160001270446762,0.175794184270349,0.214801648573784,0.309082610713354,0.523668472347808,0.229475906466768,0.330363565450178,0.34703280364171,0.422793295923899,0.385540050203707,0.391659181551564,0.420915925733684
"4",0.33309077513634,0.227953925886848,0.196633649610611,0.261135766801572,0.446808789049629,0.502489116217202,0.322029460088656,0.521315336912089,0.482780484326412,0.299324629562983,0.226104170906848,0.158858460445034,0.113357252499755,0.105006917947983,0.130856732445247,0.154973821049343,0.115874082961495,0.226102390614635,0.154530405270589,0.226525525379344
"5",0.373149513224994,0.374598727793075,0.427250538690058,0.393548426270946,0.44776830658739,0.247248422342195,0.454352082955174,0.422360415098018,0.481626928134167,0.347432014558053,0.398561121695651,0.533098730885377,0.568965881694905,0.520880122118335,0.732230475755067,0.490716250234743,0.442152842605615,0.678155976059905,0.472709883366081,0.586125373017824
"6",0.163951734552512,0.233728888050149,0.118017166962175,0.256556380149415,0.19587523353143,0.137490841336596,0.160196616705644,0.229500083378278,0.183594831459558,0.185574692200017,0.24432703913672,0.422159439141224,0.409745480323501,0.35391658838435,0.30360617116794,0.466757403498199,0.362189613272993,0.373767851245767,0.476049219604419,0.360902461252872
"7",0.261022732737164,0.255046981910664,0.316770459611477,0.148547571275083,0.295535162265391,0.36572975137147,0.190314381039302,0.223548487118376,0.213752397107189,0.394837617837205,0.237680921696425,0.278781573278465,0.264991097177673,0.645037566556645,0.443436504886221,0.360587304155946,0.271657956986755,0.296140404792991,0.532200335483053,0.69406478331781
"8",0.289228937571633,0.170236657614411,0.255127486208477,0.303814655976832,0.321398599106363,0.130681641150361,0.269547481134126,0.280201707706095,0.312338928595559,0.286346579533592,0.597885475530647,0.64468275954173,0.393554852043878,0.515723702741098,0.374983634940799,0.567770810358178,0.266593356466018,0.354554557347212,0.590604140373471,0.342924306014404
"9",0.128188721253821,0.178303538656388,0.160831807442308,0.203210897895572,0.150781880133859,0.13174354411007,0.136271976512808,0.106739441604342,0.202332843599071,0.0831122435023462,0.250693735544651,0.508526152363225,0.410717920041316,0.246437906089132,0.355407308273114,0.349206529138923,0.255135645471377,0.539607180382515,0.259638869303023,0.447486230882247
"10",0.254373491793488,0.244925015549952,0.29607434899167,0.475651666800843,0.321560146127571,0.451090370451567,0.495494498193873,0.569651491166612,0.370133547218811,0.433458999456101,0.153681087968735,0.284831258340766,0.1626855501222,0.153344743275692,0.279682146180933,0.116356035189779,0.193966178501929,0.268069718001221,0.289781890248979,0.317190916721878
"11",0.258642371913701,0.27782671601364,0.261034675779307,0.282258546741033,0.158156986734409,0.301548690697783,0.349356478881314,0.187387314534967,0.228212573819401,0.237836185834528,0.244587866268522,0.462014319301591,0.289424184440693,0.383491406658588,0.499459013681492,0.31763101145968,0.604786188632486,0.476717609638579,0.458180979108942,0.425664475290688
