"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"1",1.26380681116627,0.413711937812889,0.179443279576085,-1.39548351173917,-0.453514151018577,0.658068657889591,0.606721250813371,-0.520407586215084,-0.99896988514631,1.33995593891507,-0.453847453895349,-1.77034261350209,-1.09632210416261,0.267651026668476,-0.836592445655144,0.246553228094095,-0.61499988442664,1.62926469528294,-0.125473150467819,1.66077596001001
"2",-0.693792091544318,-0.0173494152813434,1.24553409144425,-0.0740041875127571,2.17988011909844,0.937743185148591,-0.223834681029738,-1.4578940415611,1.49960257186666,-0.756577034463464,-0.42947115737239,-0.18801309061273,-1.21855129778522,0.718227062271821,-0.755951848249024,0.887434398379257,-1.48334505246695,-0.554143124504546,-0.10158579245813,0.486091386632692
"3",0.557742591951137,0.622617845121868,1.57881610797854,0.189856374959443,-0.717188789673542,1.60517888265507,-0.466599714914553,-1.17419790738689,-0.887674699125128,-1.24030016130098,0.115091846470362,0.597309999090745,-1.42687692143918,1.78030721128379,-0.72501992917768,0.0187748166540574,0.892348986175521,0.378362723445753,-1.2203241225601,-0.47822514020824
"4",0.0853333389703004,1.66622829116021,-0.225346433199138,1.3272888678428,-0.792911729019872,-0.173317057120945,-0.586647168649579,0.0588777772549493,1.06192294844298,-2.38339706916721,1.87527969756035,-0.346552688252882,-0.974892791743872,0.869063715291701,0.533522201934533,-0.472139470403935,-0.260345769540548,-0.452563768737303,-0.140967608465511,-0.668435284157029
"5",-0.257257510515938,-0.00785223243466573,-0.562688391647673,-1.10654793772928,-0.487987701290563,1.58300922212673,1.56101253545803,0.790202549248893,1.39304761512996,1.6530931099077,0.00731152395939868,-0.611696794979979,-0.521362188887928,-1.77625306604074,-1.06477108451553,-0.447825340846434,0.68469880575954,-0.0825083695456573,-1.0887587165221,0.343133973366237
"6",-0.362870390882868,-0.181180646662342,0.940540764281954,-1.70798634007272,0.217858685326394,0.27999945945364,0.119867166989366,-0.571941463331172,-1.48458851007524,1.59141887228536,-0.448631415240686,-0.714476397435346,-0.788623884839911,0.604589914054133,-1.49204324223897,-0.5494079916305,0.958383613624747,0.689539345373068,1.40084415999993,1.49870830102116
"7",0.941198216033423,0.691356660428871,-0.533615038011818,1.04610225695157,-1.46691294781356,0.34244178958719,0.328559385291154,0.67421968981152,-0.316670641224011,-0.511097488691643,0.128078268909062,1.32332199504728,0.809265799309142,-0.445128562326565,0.56720691316499,0.169958651112854,0.125047215210639,-0.0342452268757042,-0.756224200150642,-3.08286273576376
"8",-0.749762612924306,0.485126768779733,-0.230680517571953,-1.96065050085711,0.276030513067576,1.47884818947632,0.144146899677289,0.328238010692699,-0.0112420529012235,-0.0219324139845278,-0.57942327155643,-1.48750167938778,1.46500286366111,0.873983232008404,-0.0772808384889852,-0.647717014277115,-0.155475733093673,-0.246126557560125,-1.0728813040057,2.1892980192458
"9",-0.0342343896876494,-1.34551051362694,1.83038261209037,-0.921284435229566,0.303009374123352,-0.948602311928883,1.25844180425856,0.772683892779298,-0.650419289593617,1.17033852045026,1.02458877784348,0.00718064079416969,-0.436915065912378,-0.151513281159722,1.28007951045964,-0.383262297096897,-0.994545767307675,-0.726401556495798,-1.7317519276623,0.677735702902297
"10",-0.499760154957406,-0.353977434087517,-1.16701216344768,0.517962123185417,1.66222798435244,-1.83765465573576,-0.129644290342777,-0.773075074262904,1.52462553445834,0.0867082868074447,0.855138465546078,0.105916415868168,0.192208191918676,1.25868868934879,-2.01367444628978,-0.722767099128412,0.190471311283675,0.694933997307789,0.631299233699048,-0.222614915523625
"11",-0.733615196498136,-1.04197240164669,1.4740464365316,0.49219220425308,0.406386166443843,-0.791730682705665,0.00269631859531574,2.10564976522146,0.709159323947734,-0.598557143460834,0.241603440850631,1.03096560102841,0.983946954100259,-1.2900117926531,-0.118569986500208,0.820377090045413,-0.463740471591515,-1.22068093402091,-1.60074719122028,-0.407397500720413
"12",0.650420927605661,0.39961444344351,1.03037944188771,-0.973025994746944,1.0672295315595,2.00033322238604,0.592518600629049,0.543365224091073,1.81590151158098,-0.602622459620065,0.0275958659144646,-0.88069279153068,-0.771263769494976,-0.848199353265334,-0.811664516496393,-0.140650242983959,-1.67787933988585,0.19765662931935,-0.926348721300772,-0.692668209092365
"13",-1.42747590560458,0.241861108509723,0.981513578170953,0.130113393826933,0.00497870552945417,-1.40765344219111,-0.656554979450004,1.54759910975659,-1.24848943140456,0.411056560938875,1.28278337343291,-0.878458196466103,-0.0928701764892735,-0.454150986350465,0.45455881726824,-1.00599488796268,2.13487657365371,0.0484750983302129,0.665198447512489,-0.731366761011308
"14",-0.348601775421756,0.79499147231158,0.955598749238599,1.55034304026484,0.636938574389591,0.639255412718173,0.0861596425936253,-0.693775113584154,-0.0965138326516089,0.918727314298991,-0.564423620784798,-1.49794852839426,-0.811470668322737,-0.0656676108401168,1.07331258345632,-1.10762707084782,1.28213716359377,-0.814723325277467,-2.19026798915551,0.253555582414727
"15",1.62084541127849,0.0495617644994573,0.515021480776116,0.0489177636733884,-0.784005553448673,2.93480807241063,-1.91355904100752,0.0164948872686272,0.453843592141152,0.226458035929101,0.136556635043095,-0.765932723996746,0.575444987333852,-0.204172447192256,-0.84769545469169,-0.00218691207360581,-0.316963572757702,-0.757225105134632,-0.270750266227224,-0.715461553823856
"16",-0.0278565556129108,-1.45018061789474,0.413481544098517,-0.549770207693512,1.150857056216,-0.404944191590386,1.25284228931738,-1.0461377163841,-1.83747743346026,-0.701343066380183,0.0870978788071967,1.7824108449268,0.380799544063493,-0.0327268438626294,-0.312713736972041,0.778969374613391,-0.864393818107649,-0.356202151384351,-0.12733118203501,1.86461898933499
"17",-0.941041780787345,-1.31514428869134,0.390399621003574,1.18625393655447,0.0647762965945853,-0.911372407094111,-0.863383859015264,-0.10138571925582,-0.411399128760444,-1.99360652880045,-1.31222938854655,-0.3213807591819,1.52462280369645,0.736229649539731,0.59184323511681,0.749505716677866,1.30271494668205,1.22901407505768,0.515156235036523,-0.119572655826522
"18",0.437806867539594,-1.11399515277863,0.230378944460696,-0.495818292522109,0.653932683594406,0.796390757427138,0.0329337342571072,1.70338028335224,-0.987974896634644,0.756813767171282,1.52794656848627,0.849554743856002,-0.0575440706371106,-0.895231253099476,-0.0680638058518244,0.202513492144182,-1.58343097740728,0.683761232959304,-0.530402308552878,-2.14295231776426
"19",1.37913961924765,-1.66093871670991,-0.937531669024832,-1.16938265621016,1.0571489731991,0.642113606029474,0.792963018453052,-0.984310494990905,-0.991043171862037,-0.833242053759848,1.12081768308737,-0.381845203264375,0.0643011433615232,1.19283856397634,0.653610892691424,-1.31081274361542,1.18124269687302,-0.25047717317966,0.834756526294377,-0.399348840596201
